institution,label,city,institution_state,inst_level,statefips
00132532,University of San Francisco - DeAnza College,Cupertino,CA,I,06
00132600,Santa Clara University,Santa Clara,CA,I,06
00132601,Santa Clara University - Sunnyvale School District,Sunnyvale,CA,I,06
00132602,Santa Clara University - Campbell Moreland,San Jose,CA,I,06
00132603,Santa Clara University - Campbell Union District,Campbell,CA,I,06
00132604,Santa Clara University - Jesuit School of Theology,Berkeley,CA,I,06
00132605,Santa Clara University - East  San Jose,San Jose,CA,I,06
00132700,University of Santa Clara Alma College,Los Gatos,CA,I,06
00132800,University of Southern California,Los Angeles,CA,I,06
00132801,University of Southern California - Health Sciences Campus,Los Angeles,CA,I,06
00132802,University of Southern California - State Capital Center,Sacramento,CA,I,06
00132803,University of Southern California - Washington Public Affairs Center,Washington,DC,I,11
00132804,University of Southern California -Graduate Program in ISSM,Edwards,CA,I,06
00132805,University of Southern California -Graduate Program in ISSM,Point Mugo,CA,I,06
00132806,Univeristy of Southern California - Graduate Program in ISSM,Riverside,CA,I,06
00132807,University of Southern California - Orange County Center,Irvine,CA,I,06
00132808,University of Southern California - Graduate Program in ISSM,Los Angeles,CA,I,06
00132809,University of Southern California - Graduate Program in Education,San Jose,CA,I,06
00132810,University of Southern California - Graduate Program in Education,Fresno,CA,I,06
00132811,University of Southern California - Graduate Program in Education,Sacramento,CA,I,06
00132812,University of Southern California - Graduate Program in Education,San Bernardino,CA,I,06
00132813,University of Southern California - Graduate Program in Education,San Diego,CA,I,06
00132814,University of Southern California - JAIMS,Honolulu,HI,I,15
00132815,University of Southern California - Graduate Program in Education,San Jose,CA,I,06
00132816,University of Southern California - Graduate Program in Education,Lincoln,NE,I,31
00132817,University of Southern California - Petrochemical Campus,Bakersfield,CA,I,06
00132818,University of Southern California - Graduate Program in Education,Redding,CA,I,06
00132819,University of Southern California - Graduate Program in Engineering,El Segundo,CA,I,06
00132820,University of Southern California - Graduate Program in Engineering,Anaheim,CA,I,06
00132821,University of Southern California - Graduate Program in Engineering,Downey,CA,I,06
00132822,University of Southern California - Graduate Program in Engineering,Seal Beach,CA,I,06
00132823,University of Southern California - Graduate Program in Engineering,Los Angeles,CA,I,06
00132824,University of Southern California - Graduate Program in Engineering,Van Nuys,CA,I,06
00132825,University of Southern California - Graduate Program in Engineering,Pasadena,CA,I,06
00132826,University of Southern California - Graduate Program in Engineering,Palmdale,CA,I,06
00132827,University of Southern California - Graduate Program in Engineering,Moffett Field,CA,I,06
00132828,University of Southern California - Graduate Program in Engineering,San Diego,CA,I,06
00132829,University of Southern California - Graduate Program in Engineering,Boulder,CO,I,08
00132831,University of Southern California - Graduate Program in Engineering,Tucson,AZ,I,04
00132832,University of Southern California - Graduate Program in Engineering,Fullerton,CA,I,06
00132833,University of Southern California - Graduate Program in Engineering,Redondo Beach,CA,I,06
00132834,University of Southern California - Graduate Program in Engineering,El Segundo,CA,I,06
00132835,University of Southern California - Graduate Program in Engineering,Thousand Oaks,CA,I,06
00132836,University of Southern California - Graduate Program in Engineering,Marina del Rey,CA,I,06
00132837,University of Southern California - Graduate Program in Education,Fullerton,CA,I,06
00132838,University of Southern California - Executive Learning Center,Carlsbad,CA,I,06
00132839,University of Southern California - Global Executive MBA,Shanghai,,I,
00132840,University of Southern California - San Diego Academic Center,San Diego,CA,I,06
00132841,University of Southern California - Alhambra Campus,Alhambra,CA,I,06
00132842,University of Southern California - USC City Center,Los Angeles,CA,I,06
00132843,University of Southern California - At Mateo,Los Angeles,CA,I,06
00132900,University of the Pacific,Stockton,CA,I,06
00132901,University of the Pacific - McGeorge School of Law,Sacramento,CA,I,06
00132902,University of the Pacific - Dental School,San Francisco,CA,I,06
00132903,University of the Pacific - Salzburg Campus,5020 Salzburg,,I,
00132904,University of the Pacific - London Campus,London,,I,
00132905,University of the Pacific - MAIR,Portland,OR,I,41
00132906,University of the Pacific - Organization Behavior,Stockton,CA,I,06
00132907,University of the Pacific -  Aspire Program,Stockton,CA,I,06
00132908,University of the Pacific - MA Spec Ed SJCOE,Stockton,CA,I,06
00132909,University of the Pacific - Project Fortune - Bay Area,Concord,CA,I,06
00132910,University of the Pacific - Project Fortune - Sacramento,Sacramento,CA,I,06
00132911,University of the Pacific - School of Ed Administration & Leadership,Sacramento,CA,I,06
00132912,University of the Pacific - School of Ed Educational Leadership,Stockton,CA,I,06
00132913,University of the Pacific - BATTI,San Francisco,CA,I,06
00132914,University of the Pacific - Aspire,Oakland,CA,I,06
00132915,University of the Pacific -  BATTI/Children's Day School,San Francisco,CA,I,06
00132916,University of the Pacific - BATTI/Park Day School,Oakland,CA,I,06
00132917,University of the Pacific - BATTI/San Francisco Friends School,San Francisco,CA,I,06
00132918,University of the Pacific - BATTI/St. Paul's Episcopal School,Oakland,CA,I,06
00133000,University of the Pacific Elbert Covell,Stockton,CA,I,06
00133100,University of the Pacific Raymond College,Stockton,CA,I,06
00133300,University of the Seven Seas,Whittier,CA,I,06
00133400,Ventura College,Ventura,CA,I,06
00133401,Ventura College - Santa Paula Site,Santa Paula,CA,I,06
00133402,Ventura College -Criminal Justice Reserve Academy,Camarillo,CA,I,06
00133500,Victor Valley Community College,Victorville,CA,I,06
00133501,Victor Valley Community College - Aviation Technology,Victorville,CA,I,06
00133600,West Coast University,Los Angeles,CA,I,06
00133601,Orange Campus,Orange,CA,I,06
00133602,San Diego Campus,San Diego,CA,I,06
00133603,Vandenberg AFB Location,Vandenberg AFB,CA,I,06
00133604,Camarillo Campus,Camarillo,CA,I,06
00133700,West Coast University Orange County Center,Orange,CA,I,06
00133800,West Valley College,Saratoga,CA,I,06
00133900,Corban University,Salem,OR,I,41
00133901,Corban University - School of Ministry,Tacoma,WA,I,53
00133902,Corban University - Mars Hill Bellevue,Bellevue,WA,I,53
00134000,Western States College of Engineering,Inglewood,CA,I,06
00134100,Westmont College,Santa Barbara,CA,I,06
00134200,Whittier College,Whittier,CA,I,06
00134201,Whittier College - College of Law,Costa Mesa,CA,I,06
00134300,Woodbury University,Burbank,CA,I,06
00134301,Woodbury University - San Diego Campus,San Diego,CA,I,06
00134302,Woodbury University - Los Angeles County Sheriff's Headquarters,Monterey Park,CA,I,06
00134303,Woodbury University - Arcadia Police Department,Arcadia,CA,I,06
00134304,Woodbury University - Glendale,Glendale,CA,I,06
00134305,Woodbury University - City Hall of Beverly Hills,Beverly Hills,CA,I,06
00134306,Woodbury University - Los Angeles,Los Angeles,CA,I,06
00134307,Woodbury University - Norwalk,Norwalk,CA,I,06
00134400,Yuba College,Marysville,CA,I,06
00134401,Yuba College - Woodland College - Yolo County,Woodland,CA,I,06
00134402,Yuba College - Clear Lake Campus - Lake County,Clearlake,CA,I,06
00134403,Yuba College,Colusa,CA,I,06
00134404,Yuba College - Beale A.F.B. Center,Beale AFB,CA,I,06
00134405,Yuba College - Sutter Educational Center,Yuba City,CA,I,06
00134500,Adams State University,Alamosa,CO,I,08
00134501,Adams State College - Mountain BOCES,Leadville,CO,I,08
00134502,Adams State College - Canon City - Region 1 School District,Canon City,CO,I,08
00134503,Adams State College - Eagle County Re-50,Eagle,CO,I,08
00134504,Adams State College - Montezuma - Cortez School District,Cortez,CO,I,08
00134505,Adams State College - Roaring Fork RE-1,Glenwood Springs,CO,I,08
00134506,Adams State College - Lake County R-1,Leadville,CO,I,08
00134507,Adams State College - Summit RE-1,Frisco,CO,I,08
00134508,Adams State College - Pueblo School District 60,Pueblo,CO,I,08
00134510,Adams State College - East Central BOCES,Limon,CO,I,08
00134511,Adams State College - San Juan BOCES,Durango,CO,I,08
00134512,Adams State College - Cherry Creek Schools,Englewood,CO,I,08
00134513,Adams State College - Mesa State College,Grand Junction,CO,I,08
00134514,Adams State College - Mesa County School District,Grand Junction,CO,I,08
00134515,Adams State College - Trinidad,Trinidad,CO,I,08
00134516,Adams State College - La Junta,La Junta,CO,I,08
00134517,Adams State College - Lamar,Lamar,CO,I,08
00134518,Adams State College - Pueblo West Middle School,Pueblo,CO,I,08
00134519,Adams State College -Keating Center,Pueblo,CO,I,08
00134520,Adams State College - Douglas County,Highlands Ranch,CO,I,08
00134521,Adams State College - Morgan Community College,Fort Morgan,CO,I,08
00134522,Adams State College - MCC-Bennett,Bennett,CO,I,08
00134523,Adams State College - MCC-Burlington,Burlington,CO,I,08
00134524,Adams State College - MCC-Limon,Limon,CO,I,08
00134525,Adams State College - MCC-Wray,Wray,CO,I,08
00134526,Adams State College - MCC-Yuma,Yuma,CO,I,08
00134527,Adams State College - NEBOCES,Sterling,CO,I,08
00134528,Adams State College - Ellicott School Library,Calhan,CO,I,08
00134529,Adams State College - NWBOCES,Steamboat Springs,CO,I,08
00134530,Adams State College - Ft. Lewis College,Durango,CO,I,08
00134531,Adams State College - Trinidad School District,Trinidad,CO,I,08
00134532,Adams State College - Intellitec,Pueblo,CO,I,08
00134533,Adams State College - Monte Vista School District,Monte Vista,CO,I,08
00134534,Adams State College - University Center At Chaparral,Parker,CO,I,08
00134535,Adams State College - Ellicott Elemetary School Library,Eillicott,CO,I,08
00134536,Adams State College - BVSD R-31 Adm. Bldg.,Buena Vista,CO,I,08
00134537,Adams State College - SE BOCES,Lamar,CO,I,08
00134538,Adams State University - Miller Middle School,Durango,CO,I,08
00134539,Adams State University - Adams 12 5 Star Schools Education Center,Thornton,CO,I,08
00134540,Adams State University - Public Education Business Coalition (PEBC),Denver,CO,I,08
00134541,Adams State University - Community Partnership for Child Development,Colorado Springs,CO,I,08
00134542,Adams State University - Pueblo Community College,Pueblo,CO,I,08
00134543,Adams State University - Aurora Public Schools Learning Center,Aurora,CO,I,08
00134544,Adams State University - East Campus,Alamosa,CO,I,08
00134600,Arapahoe Community College,Littleton,CO,I,08
00134601,Arapahoe Community College - Denver Technological Center,Englewood,CO,I,08
00134602,Arapahoe Community College - Parker,Parker,CO,I,08
00134603,Arapahoe Community College - Sheridan,Sheridan,CO,I,08
00134604,Arapahoe Community College - Englewood High School,Englewood,CO,I,08
00134605,Arapahoe Community College - Alamo Center,Littleton,CO,I,08
00134606,Arapahoe Community College - Denver Health Paramedic Division,Denver,CO,I,08
00134607,Arapahoe Community College - CCC Online,Denver,CO,I,08
00134608,Arapahoe Community College - Swedish Medical Center,Englewood,CO,I,08
00134609,Arapahoe Community College -,Englewood,CO,I,08
00134610,Arapahoe Community College,Colorado Springs,CO,I,08
00134611,Arapahoe Community College,Englewood,CO,I,08
00134612,Arapahoe Community College,Broomfield,CO,I,08
00134613,Arapahoe Community College,Colorado Springs,CO,I,08
00134614,Arapahoe Community College,Englewood,CO,I,08
00134615,Arapahoe Community College,Denver,CO,I,08
00134616,Arapahoe Community College,Loveland,CO,I,08
00134617,Arapahoe Community College - Aspen,Aspen,CO,I,08
00134618,Arapahoe Community College - Breckenridge,Breckenridge,CO,I,08
00134619,Arapahoe Community College - Dillon,Dillon,CO,I,08
00134620,Arapahoe Community College - Carbondale,Carbondale,CO,I,08
00134621,Arapahoe Community College - Glenwood 1,Glenwood Springs,CO,I,08
00134622,Arapahoe Community College - Glenwood 2,Glenwood Springs,CO,I,08
00134623,Arapahoe Community College - Buena Vista,Buena Vista,CO,I,08
00134624,Arapahoe Community College - Rifle,Rifle,CO,I,08
00134625,Arapahoe Community College - Steamboat Springs,Steamboat Springs,CO,I,08
00134626,Arapahoe Community College - Edwards,Edwards,CO,I,08
00134627,Arapahoe Community College - Eagle,Eagle,CO,I,08
00134628,Arapahoe Community College,Aurora,CO,I,08
00134629,Arapahoe Community College - HealthONE EMS,Englewood,CO,I,08
00134630,Arapahoe Community College - Sturm Collaboration Campus,Castle Rock,CO,I,08
00134631,Arapahoe Community College - Colorado's Finest High School of Choice,Englewood,CO,I,08
00134700,Colorado College,Colorado Springs,CO,I,08
00134800,Colorado School of Mines,Golden,CO,I,08
00134900,University of Northern Colorado,Greeley,CO,I,08
00134901,University of Northern Colorado - Colorado Springs Center,Colorado Springs,CO,I,08
00134902,University of Northern Colorado - Denver Center,Denver,CO,I,08
00134903,University of Northern Colorado - Fort Lewis Center,Durango,CO,I,08
00134904,University of Northern Colorado - Grand Junction Center,Grand Junction,CO,I,08
00134905,University of Northern Colorado - Pueblo Center,Pueblo,CO,I,08
00134906,University of Northern Colorado - Sterling Center,Sterling,CO,I,08
00134907,University of Northern Colorado - Morgan Community College,Fort Morgan,CO,I,08
00134908,University of Northern Colorado - Cherry Creek SARC,Centennial,CO,I,08
00134909,University of Northern Colorado - Mapleton School District,Denver,CO,I,08
00134910,University of Northern Colorado - Centerra,Loveland,CO,I,08
00134911,University of Northern Colorado - Greely School District,Greeley,CO,I,08
00134912,University of Northern Colorado -  Longmont,Longmont,CO,I,08
00134913,University of Northern Colorado - Glenwood Springs Center,Glenwood Springs,CO,I,08
00135000,Colorado State University,Fort Collins,CO,I,08
00135001,Colorado State University - Denver Center,Denver,CO,I,08
00135002,Colorado State University - Pueblo,Pueblo,CO,I,08
00135003,Colorado State University - Arapahoe Community College,Littleton,CO,I,08
00135004,Colorado State University - Red Rocks Community College,Golden,CO,I,08
00135005,Colorado State University - Morgan Community College,Fort Morgan,CO,I,08
00135006,Colorado State University - Pueblo Community College,Pueblo,CO,I,08
00135007,Colorado State University - Pikes Peak Community College,Colorado Springs,CO,I,08
00135008,Colorado State University - National Guard Office,Centennial,CO,I,08
00135009,Colorado State University - Mesa State College,Grand Junction,CO,I,08
00135010,Colorado State University - Lamar Community College,Lamar,CO,I,08
